ProdCodeId	DMDCode	TermfromEMIS	ProductName	drugsubstancename	substancestrength	formulation	routeofadministration	bnfcode	DrugIssues
126741000033110	3088611000001100	Becodisks 100microgram with Diskhaler (GlaxoSmithKline UK Ltd)	Becodisks 100microgram with Diskhaler	Beclometasone dipropionate	100.000microgram	Inhalation powder	Inhalation		30000
126841000033117	3096011000001109	Becodisks 200microgram with Diskhaler (GlaxoSmithKline UK Ltd)	Becodisks 200microgram with Diskhaler	Beclometasone dipropionate	200.000microgram	Inhalation powder	Inhalation		70000
126941000033113	3102211000001109	Becodisks 400microgram with Diskhaler (GlaxoSmithKline UK Ltd)	Becodisks 400microgram with Diskhaler	Beclometasone dipropionate	400.000microgram	Inhalation powder	Inhalation		40000
129041000033117	3178811000001101	Beclazone 100 inhaler (Teva UK Ltd)	Beclazone 100 inhaler	Beclometasone dipropionate	100.000microgram/1.000dose	 Pressurised inhalation	Inhalation	3020000	300000
129141000033118	3176411000001104	Beclazone 50 inhaler (Teva UK Ltd)	Beclazone 50 inhaler	Beclometasone dipropionate	50.000microgram/1.000dose	 Pressurised inhalation	Inhalation	3020000	70000
129241000033113	3180611000001109	Beclazone 250 inhaler (Teva UK Ltd)	Beclazone 250 inhaler	Beclometasone dipropionate	250.000microgram/1.000dose	 Pressurised inhalation	Inhalation	3020000	200000
129841000033112	3178611000001100	Becotide 100 inhaler (GlaxoSmithKline UK Ltd)	Becotide 100 inhaler	Beclometasone dipropionate	100.000microgram/1.000dose	 Pressurised inhalation	Inhalation		2000000
129941000033116	3176211000001103	Becotide 50 inhaler (GlaxoSmithKline UK Ltd)	Becotide 50 inhaler	Beclometasone dipropionate	50.000microgram/1.000dose	 Pressurised inhalation	Inhalation		700000
131441000033112	3179311000001104	Becotide 200 inhaler (GlaxoSmithKline UK Ltd)	Becotide 200 inhaler	Beclometasone dipropionate	200.000microgram/1.000dose	 Pressurised inhalation	Inhalation		500000
136641000033115	3105311000001107	Becloforte 400microgram disks (GlaxoSmithKline UK Ltd)	Becloforte 400microgram disks	Beclometasone dipropionate	400.000microgram	Inhalation powder	Inhalation		7000
136941000033110	3086011000001108	Becodisks 100microgram (GlaxoSmithKline UK Ltd)	Becodisks 100microgram	Beclometasone dipropionate	100.000microgram	Inhalation powder	Inhalation		80000
137041000033111	3099811000001109	Becodisks 200microgram (GlaxoSmithKline UK Ltd)	Becodisks 200microgram	Beclometasone dipropionate	200.000microgram	Inhalation powder	Inhalation		200000
137241000033115	3104911000001109	Becodisks 400microgram (GlaxoSmithKline UK Ltd)	Becodisks 400microgram	Beclometasone dipropionate	400.000microgram	Inhalation powder	Inhalation		200000
137641000033117	3190311000001103	Becotide 100microgram Rotacaps (GlaxoSmithKline UK Ltd)	Becotide 100microgram Rotacaps	Beclometasone dipropionate	100.000microgram	Inhalation powder	Inhalation		100000
137741000033114	3192111000001101	Becotide 200microgram Rotacaps (GlaxoSmithKline UK Ltd)	Becotide 200microgram Rotacaps	Beclometasone dipropionate	200.000microgram	Inhalation powder	Inhalation		500000
138041000033110	3194011000001108	Becotide 400microgram Rotacaps (GlaxoSmithKline UK Ltd)	Becotide 400microgram Rotacaps	Beclometasone dipropionate	400.000microgram	Inhalation powder	Inhalation		200000
576141000033117	3177911000001105	Filair 100 inhaler (Meda Pharmaceuticals Ltd)	Filair 100 inhaler	Beclometasone dipropionate	100.000microgram/1.000dose	 Pressurised inhalation	Inhalation		30000
576241000033112	3175211000001109	Filair 50 inhaler (Meda Pharmaceuticals Ltd)	Filair 50 inhaler	Beclometasone dipropionate	50.000microgram/1.000dose	 Pressurised inhalation	Inhalation		5000
576341000033119	4753511000001101	Filair Forte 250micrograms/dose inhaler (Meda Pharmaceuticals Ltd)	Filair Forte 250micrograms/dose inhaler	Beclometasone dipropionate	250.000microgram/1.000dose	 Pressurised inhalation	Inhalation		20000
1571041000033110	3112511000001109	Asmabec 100 Clickhaler (Focus Pharmaceuticals Ltd)	Asmabec 100 Clickhaler	Beclometasone dipropionate	100.000microgram/1.000dose	Inhalation powder	Inhalation	3020000	90000
1571141000033114	3174111000001102	Asmabec 250 Clickhaler (Focus Pharmaceuticals Ltd)	Asmabec 250 Clickhaler	Beclometasone dipropionate	250.000microgram/1.000dose	Inhalation powder	Inhalation	3020000	40000
1571241000033119	3111911000001108	Asmabec 50 Clickhaler (Focus Pharmaceuticals Ltd)	Asmabec 50 Clickhaler	Beclometasone dipropionate	50.000microgram/1.000dose	Inhalation powder	Inhalation	3020000	10000
1577941000033118	3179511000001105	Beclazone 200 inhaler (Teva UK Ltd)	Beclazone 200 inhaler	Beclometasone dipropionate	200.000microgram/1.000dose	 Pressurised inhalation	Inhalation	3020000	40000
1671041000033116	3176811000001102	Qvar 50 inhaler (Teva UK Ltd)	Qvar 50 inhaler	Beclometasone dipropionate	50.000microgram/1.000dose	 Pressurised inhalation	Inhalation	3020000	2000000
1671141000033117	3175611000001106	Qvar 100 inhaler (Teva UK Ltd)	Qvar 100 inhaler	Beclometasone dipropionate	100.000microgram/1.000dose	 Pressurised inhalation	Inhalation	3020000	3000000
1671241000033112	3177411000001102	Qvar 50 Autohaler (Teva UK Ltd)	Qvar 50 Autohaler	Beclometasone dipropionate	50.000microgram/1.000dose	 Pressurised inhalation	Inhalation	3020000	300000
1671341000033119	3177711000001108	Qvar 100 Autohaler (Teva UK Ltd)	Qvar 100 Autohaler	Beclometasone dipropionate	100.000microgram/1.000dose	 Pressurised inhalation	Inhalation	3020000	600000
2623141000033115	3112911000001102	Pulvinal Beclometasone Dipropionate 100micrograms/dose dry powder inhaler (Chiesi Ltd)	Pulvinal Beclometasone Dipropionate 100micrograms/dose dry powder inhaler	Beclometasone dipropionate	100.000microgram/1.000dose	Inhalation powder	Inhalation	3020000	20000
2623241000033110	3113411000001101	Pulvinal Beclometasone Dipropionate 200micrograms/dose dry powder inhaler (Chiesi Ltd)	Pulvinal Beclometasone Dipropionate 200micrograms/dose dry powder inhaler	Beclometasone dipropionate	200.000microgram/1.000dose	Inhalation powder	Inhalation	3020000	20000
2623341000033117	3175111000001103	Pulvinal Beclometasone Dipropionate 400micrograms/dose dry powder inhaler (Chiesi Ltd)	Pulvinal Beclometasone Dipropionate 400micrograms/dose dry powder inhaler	Beclometasone dipropionate	400.000microgram/1.000dose	Inhalation powder	Inhalation	3020000	7000
2725541000033116	3189711000001107	Beclometasone 100 Cyclocaps (Teva UK Ltd)	Beclometasone 100 Cyclocaps	Beclometasone dipropionate	100.000microgram	Inhalation powder	Inhalation		400
2725641000033115	3192611000001109	Beclometasone 200 Cyclocaps (Teva UK Ltd)	Beclometasone 200 Cyclocaps	Beclometasone dipropionate	200.000microgram	Inhalation powder	Inhalation		2000
2725741000033112	3194511000001100	Beclometasone 400 Cyclocaps (Teva UK Ltd)	Beclometasone 400 Cyclocaps	Beclometasone dipropionate	400.000microgram	Inhalation powder	Inhalation		700
3080441000033114	35908811000001103	Beclometasone 250micrograms/dose inhaler	Beclometasone 250micrograms/dose inhaler	Beclometasone dipropionate	250.000microgram/1.000dose	 Pressurised inhalation	Inhalation	3020000	3000000
3080541000033110	35908611000001102	Beclometasone 250micrograms/dose breath actuated inhaler	Beclometasone 250micrograms/dose breath actuated inhaler	Beclometasone dipropionate	250.000microgram/1.000dose	 Pressurised inhalation	Inhalation	3020000	500000
3080641000033111	35909211000001109	Beclometasone 50micrograms/dose breath actuated inhaler	Beclometasone 50micrograms/dose breath actuated inhaler	Beclometasone dipropionate	50.000microgram/1.000dose	 Pressurised inhalation	Inhalation	3020000	100000
3080741000033119	35907811000001102	Beclometasone 100micrograms/dose breath actuated inhaler	Beclometasone 100micrograms/dose breath actuated inhaler	Beclometasone dipropionate	100.000microgram/1.000dose	 Pressurised inhalation	Inhalation	3020000	1000000
3081041000033114	35907711000001105	Beclometasone 100microgram inhalation powder blisters with device	Beclometasone 100microgram inhalation powder blisters with device	Beclometasone dipropionate	100.000microgram	Inhalation powder	Inhalation		10000
3081141000033113	35908311000001107	Beclometasone 200microgram inhalation powder blisters with device	Beclometasone 200microgram inhalation powder blisters with device	Beclometasone dipropionate	200.000microgram	Inhalation powder	Inhalation		50000
3081241000033118	35909011000001104	Beclometasone 400microgram inhalation powder blisters with device	Beclometasone 400microgram inhalation powder blisters with device	Beclometasone dipropionate	400.000microgram	Inhalation powder	Inhalation		30000
3081341000033111	35907611000001101	Beclometasone 100microgram inhalation powder blisters	Beclometasone 100microgram inhalation powder blisters	Beclometasone dipropionate	100.000microgram	Inhalation powder	Inhalation		40000
3081441000033117	35908211000001104	Beclometasone 200microgram inhalation powder blisters	Beclometasone 200microgram inhalation powder blisters	Beclometasone dipropionate	200.000microgram	Inhalation powder	Inhalation		100000
3081541000033116	35908911000001108	Beclometasone 400microgram inhalation powder blisters	Beclometasone 400microgram inhalation powder blisters	Beclometasone dipropionate	400.000microgram	Inhalation powder	Inhalation		200000
3081641000033115	35908511000001101	Beclometasone 200micrograms/dose inhaler	Beclometasone 200micrograms/dose inhaler	Beclometasone dipropionate	200.000microgram/1.000dose	 Pressurised inhalation	Inhalation	3020000	2000000
3081741000033112	320537007	Beclometasone 100micrograms/dose inhaler	Beclometasone 100micrograms/dose inhaler	Beclometasone dipropionate	100.000microgram/1.000dose	 Pressurised inhalation	Inhalation	3020000	8000000
3081841000033119	35909511000001107	Beclometasone 50micrograms/dose inhaler	Beclometasone 50micrograms/dose inhaler	Beclometasone dipropionate	50.000microgram/1.000dose	 Pressurised inhalation	Inhalation	3020000	2000000
3081941000033110	39695711000001109	Beclometasone 400microgram inhalation powder capsules	Beclometasone 400microgram inhalation powder capsules	Beclometasone dipropionate	400.000microgram	Inhalation powder	Inhalation		60000
3082041000033116	39695511000001104	Beclometasone 100microgram inhalation powder capsules	Beclometasone 100microgram inhalation powder capsules	Beclometasone dipropionate	100.000microgram	Inhalation powder	Inhalation		30000
3082141000033117	39695611000001100	Beclometasone 200microgram inhalation powder capsules	Beclometasone 200microgram inhalation powder capsules	Beclometasone dipropionate	200.000microgram	Inhalation powder	Inhalation	3020000	80000
3082241000033112	35909411000001108	Beclometasone 50micrograms/dose dry powder inhaler	Beclometasone 50micrograms/dose dry powder inhaler	Beclometasone dipropionate	50.000microgram/1.000dose	Inhalation powder	Inhalation	3020000	5000
3082341000033119	35908011000001109	Beclometasone 100micrograms/dose dry powder inhaler	Beclometasone 100micrograms/dose dry powder inhaler	Beclometasone dipropionate	100.000microgram/1.000dose	Inhalation powder	Inhalation	3020000	50000
3082441000033113	35908711000001106	Beclometasone 250micrograms/dose dry powder inhaler	Beclometasone 250micrograms/dose dry powder inhaler	Beclometasone dipropionate	250.000microgram/1.000dose	Inhalation powder	Inhalation	3020000	30000
3082541000033114	35909111000001103	Beclometasone 400micrograms/dose dry powder inhaler	Beclometasone 400micrograms/dose dry powder inhaler	Beclometasone dipropionate	400.000microgram/1.000dose	Inhalation powder	Inhalation	3020000	20000
3082641000033110	35908411000001100	Beclometasone 200micrograms/dose dry powder inhaler	Beclometasone 200micrograms/dose dry powder inhaler	Beclometasone dipropionate	200.000microgram/1.000dose	Inhalation powder	Inhalation	3020000	90000
3082741000033118	35909611000001106	Beclometasone 50micrograms/dose inhaler CFC free	Beclometasone 50micrograms/dose inhaler CFC free	Beclometasone dipropionate	50.000microgram/1.000dose	 Pressurised inhalation	Inhalation	3020000	200000
3082841000033111	35908111000001105	Beclometasone 100micrograms/dose inhaler CFC free	Beclometasone 100micrograms/dose inhaler CFC free	Beclometasone dipropionate	100.000microgram/1.000dose	 Pressurised inhalation	Inhalation	3020000	600000
3082941000033115	35909311000001101	Beclometasone 50micrograms/dose breath actuated inhaler CFC free	Beclometasone 50micrograms/dose breath actuated inhaler CFC free	Beclometasone dipropionate	50.000microgram/1.000dose	 Pressurised inhalation	Inhalation	3020000	50000
3083041000033113	35907911000001107	Beclometasone 100micrograms/dose breath actuated inhaler CFC free	Beclometasone 100micrograms/dose breath actuated inhaler CFC free	Beclometasone dipropionate	100.000microgram/1.000dose	 Pressurised inhalation	Inhalation	3020000	200000
3199241000033112	8159511000001107	Qvar 50micrograms/dose Easi-Breathe inhaler (Teva UK Ltd)	Qvar 50micrograms/dose Easi-Breathe inhaler	Beclometasone dipropionate	50.000microgram/1.000dose	 Pressurised inhalation	Inhalation	3020000	300000
3199341000033119	8159711000001102	Qvar 100micrograms/dose Easi-Breathe inhaler (Teva UK Ltd)	Qvar 100micrograms/dose Easi-Breathe inhaler	Beclometasone dipropionate	100.000microgram/1.000dose	 Pressurised inhalation	Inhalation	3020000	400000
3343041000033119	9525111000001105	Easyhaler Beclometasone 200micrograms/dose dry powder inhaler (Orion Pharma (UK) Ltd)	Easyhaler Beclometasone 200micrograms/dose dry powder inhaler	Beclometasone dipropionate	200.000microgram/1.000dose	Inhalation powder	Inhalation		100000
3942841000033114	10621011000001101	Beclometasone 200micrograms/dose inhaler CFC free	Beclometasone 200micrograms/dose inhaler CFC free	Beclometasone dipropionate	200.000microgram/1.000dose	 Pressurised inhalation	Inhalation	3020000	70000
3942941000033118	10621111000001100	Beclometasone 250micrograms/dose inhaler CFC free	Beclometasone 250micrograms/dose inhaler CFC free	Beclometasone dipropionate	250.000microgram/1.000dose	 Pressurised inhalation	Inhalation	3020000	40000
3943041000033111	10617711000001103	Clenil Modulite 50micrograms/dose inhaler (Chiesi Ltd)	Clenil Modulite 50micrograms/dose inhaler	Beclometasone dipropionate	50.000microgram/1.000dose	 Pressurised inhalation	Inhalation	3020000	3000000
3943341000033113	10618211000001109	Clenil Modulite 100micrograms/dose inhaler (Chiesi Ltd)	Clenil Modulite 100micrograms/dose inhaler	Beclometasone dipropionate	100.000microgram/1.000dose	 Pressurised inhalation	Inhalation	3020000	10000000
3943441000033119	10619311000001107	Clenil Modulite 200micrograms/dose inhaler (Chiesi Ltd)	Clenil Modulite 200micrograms/dose inhaler	Beclometasone dipropionate	200.000microgram/1.000dose	 Pressurised inhalation	Inhalation	3020000	2000000
3943641000033117	10619611000001102	Clenil Modulite 250micrograms/dose inhaler (Chiesi Ltd)	Clenil Modulite 250micrograms/dose inhaler	Beclometasone dipropionate	250.000microgram/1.000dose	 Pressurised inhalation	Inhalation	3020000	700000
12530441000033112	35430311000001103	Kelhale 100micrograms/dose inhaler (Cipla EU Ltd)	Kelhale 100micrograms/dose inhaler	Beclometasone dipropionate	100.000microgram/1.000dose	 Pressurised inhalation	Inhalation		40000
12530541000033113	35430111000001100	Kelhale 50micrograms/dose inhaler (Cipla EU Ltd)	Kelhale 50micrograms/dose inhaler	Beclometasone dipropionate	50.000microgram/1.000dose	 Pressurised inhalation	Inhalation		20000
12901341000033112	36603211000001106	Soprobec 50micrograms/dose inhaler (Glenmark Pharmaceuticals Europe Ltd)	Soprobec 50micrograms/dose inhaler	Beclometasone dipropionate	50.000microgram/1.000dose	 Pressurised inhalation	Inhalation		20000
12901441000033118	36603611000001108	Soprobec 100micrograms/dose inhaler (Glenmark Pharmaceuticals Europe Ltd)	Soprobec 100micrograms/dose inhaler	Beclometasone dipropionate	100.000microgram/1.000dose	 Pressurised inhalation	Inhalation		80000
12901541000033117	36603411000001105	Soprobec 200micrograms/dose inhaler (Glenmark Pharmaceuticals Europe Ltd)	Soprobec 200micrograms/dose inhaler	Beclometasone dipropionate	200.000microgram/1.000dose	 Pressurised inhalation	Inhalation		20000
12901641000033116	36603811000001107	Soprobec 250micrograms/dose inhaler (Glenmark Pharmaceuticals Europe Ltd)	Soprobec 250micrograms/dose inhaler	Beclometasone dipropionate	250.000microgram/1.000dose	 Pressurised inhalation	Inhalation		1000
9531441000033113	26148711000001101	Beclometasone 100micrograms/dose / Formoterol 6micrograms/dose dry powder inhaler	Beclometasone 100micrograms/dose / Formoterol 6micrograms/dose dry powder inhaler	Beclometasone dipropionate/ Formoterol fumarate dihydrate	100.000microgram/1.000dose + 6.000microgram/1.000dose	Inhalation powder	Inhalation	3020000	70000
4418141000033112	12911011000001100	Beclometasone 100micrograms/dose / Formoterol 6micrograms/dose inhaler CFC free	Beclometasone 100micrograms/dose / Formoterol 6micrograms/dose inhaler CFC free	Beclometasone dipropionate/ Formoterol fumarate dihydrate	100.000microgram/1.000dose + 6.000microgram/1.000dose	 Pressurised inhalation	Inhalation	3020000	1000000
10735041000033115	31087511000001105	Beclometasone 200micrograms/dose / Formoterol 6micrograms/dose dry powder inhaler	Beclometasone 200micrograms/dose / Formoterol 6micrograms/dose dry powder inhaler	Beclometasone dipropionate/ Formoterol fumarate dihydrate	200.000microgram/1.000dose + 6.000microgram/1.000dose	Inhalation powder	Inhalation		40000
10740041000033111	31087411000001106	Beclometasone 200micrograms/dose / Formoterol 6micrograms/dose inhaler CFC free	Beclometasone 200micrograms/dose / Formoterol 6micrograms/dose inhaler CFC free	Beclometasone dipropionate/ Formoterol fumarate dihydrate	200.000microgram + 6.000microgram	 Pressurised inhalation	Inhalation		50000
4418241000033117	12906411000001100	Fostair 100micrograms/dose / 6micrograms/dose inhaler (Chiesi Ltd)	Fostair 100micrograms/dose / 6micrograms/dose inhaler	Beclometasone dipropionate/ Formoterol fumarate dihydrate	100.000microgram/1.000dose + 6.000microgram/1.000dose	 Pressurised inhalation	Inhalation	3020000	6000000
10740141000033110	31063411000001101	Fostair 200micrograms/dose / 6micrograms/dose inhaler (Chiesi Ltd)	Fostair 200micrograms/dose / 6micrograms/dose inhaler	Beclometasone dipropionate/ Formoterol fumarate dihydrate	200.000microgram + 6.000microgram	 Pressurised inhalation	Inhalation		900000
9537441000033115	26112111000001106	Fostair NEXThaler 100micrograms/dose / 6micrograms/dose dry powder inhaler (Chiesi Ltd)	Fostair NEXThaler 100micrograms/dose / 6micrograms/dose dry powder inhaler	Beclometasone dipropionate/ Formoterol fumarate dihydrate	100.000microgram/1.000dose + 6.000microgram/1.000dose	Inhalation powder	Inhalation	3020000	700000
10735141000033116	31063111000001106	Fostair NEXThaler 200micrograms/dose / 6micrograms/dose dry powder inhaler (Chiesi Ltd)	Fostair NEXThaler 200micrograms/dose / 6micrograms/dose dry powder inhaler	Beclometasone dipropionate/ Formoterol fumarate dihydrate	200.000microgram/1.000dose + 6.000microgram/1.000dose	Inhalation powder	Inhalation		200000
13860241000033114	39817511000001103	Luforbec 100micrograms/dose / 6micrograms/dose inhaler (Lupin Healthcare (UK) Ltd)	Luforbec 100micrograms/dose / 6micrograms/dose inhaler	Beclometasone dipropionate/ Formoterol fumarate dihydrate	100.000microgram/1.000dose + 6.000microgram/1.000dose	 Pressurised inhalation	Inhalation		2000
12364641000033110	34681611000001100	Trimbow 87micrograms/dose / 5micrograms/dose / 9micrograms/dose inhaler (Chiesi Ltd)	Trimbow 87micrograms/dose / 5micrograms/dose / 9micrograms/dose inhaler	Beclometasone dipropionate/ Formoterol fumarate dihydrate/ Glycopyrronium bromide	87.000microgram/1.000dose + 5.000microgram/1.000dose + 9.000microgram/1.000dose	 Pressurised inhalation	Inhalation		900000
13912841000033115	39993311000001105	Trimbow NEXThaler 88micrograms/dose / 5micrograms/dose / 9micrograms/dose dry powder inhaler (Chiesi Ltd)	Trimbow NEXThaler 88micrograms/dose / 5micrograms/dose / 9micrograms/dose dry powder inhaler	Beclometasone dipropionate/ Formoterol fumarate dihydrate/ Glycopyrronium bromide	88.000microgram/1.000dose + 5.000microgram/1.000dose + 9.000microgram/1.000dose	Inhalation powder	Inhalation		2000
1505841000033112	3292811000001106	Ventide inhaler (GlaxoSmithKline UK Ltd)	Ventide inhaler	Beclometasone dipropionate/ Salbutamol	50.000microgram/1.000dose + 100.000microgram/1.000dose	 Pressurised inhalation	Inhalation		200000
1510841000033119	3200511000001109	Ventide Paediatric Rotacaps (GlaxoSmithKline UK Ltd)	Ventide Paediatric Rotacaps	Beclometasone dipropionate/ Salbutamol sulfate	100.000microgram + 200.000microgram	Inhalation powder	Inhalation		1000
1511041000033117	3202211000001107	Ventide Rotacaps (GlaxoSmithKline UK Ltd)	Ventide Rotacaps	Beclometasone dipropionate/ Salbutamol sulfate	200.000microgram + 400.000microgram	Inhalation powder	Inhalation		10000
163741000033113	35912511000001101	Budesonide 200micrograms/dose inhaler	Budesonide 200micrograms/dose inhaler	Budesonide	200.000microgram/1.000dose	 Pressurised inhalation	Inhalation		600000
163841000033115	35912811000001103	Budesonide 50micrograms/dose inhaler	Budesonide 50micrograms/dose inhaler	Budesonide	50.000microgram/1.000dose	 Pressurised inhalation	Inhalation		200000
1143041000033117	2924111000001109	Pulmicort 200micrograms/dose inhaler (AstraZeneca UK Ltd)	Pulmicort 200micrograms/dose inhaler	Budesonide	200.000microgram/1.000dose	 Pressurised inhalation	Inhalation		400000
1143141000033118	3240911000001108	Pulmicort LS 50micrograms/dose inhaler (AstraZeneca UK Ltd)	Pulmicort LS 50micrograms/dose inhaler	Budesonide	50.000microgram/1.000dose	 Pressurised inhalation	Inhalation		100000
1144441000033111	3635411000001106	Pulmicort 0.5mg Respules (AstraZeneca UK Ltd)	Pulmicort 0.5mg Respules	Budesonide	250.000microgram/1.000ml	 Nebuliser liquid	Inhalation	3020000	70000
1144541000033112	3636511000001103	Pulmicort 1mg Respules (AstraZeneca UK Ltd)	Pulmicort 1mg Respules	Budesonide	500.000microgram/1.000ml	 Nebuliser liquid	Inhalation	3020000	100000
1145141000033119	3112411000001105	Pulmicort 200 Turbohaler (AstraZeneca UK Ltd)	Pulmicort 200 Turbohaler	Budesonide	200.000microgram/1.000dose	Inhalation powder	Inhalation	3020000	800000
1145241000033114	3228711000001106	Pulmicort 400 Turbohaler (AstraZeneca UK Ltd)	Pulmicort 400 Turbohaler	Budesonide	400.000microgram/1.000dose	Inhalation powder	Inhalation	3020000	500000
1145341000033116	3113111000001106	Pulmicort 100 Turbohaler (AstraZeneca UK Ltd)	Pulmicort 100 Turbohaler	Budesonide	100.000microgram/1.000dose	Inhalation powder	Inhalation	3020000	300000
1915141000033110	3654511000001105	Budesonide 500micrograms/2ml nebuliser liquid unit dose vials	Budesonide 500micrograms/2ml nebuliser liquid unit dose vials	Budesonide	250.000microgram/1.000ml	 Nebuliser liquid	Inhalation	3020000	80000
1915241000033115	3654611000001109	Budesonide 1mg/2ml nebuliser liquid unit dose vials	Budesonide 1mg/2ml nebuliser liquid unit dose vials	Budesonide	500.000microgram/1.000ml	 Nebuliser liquid	Inhalation	3020000	100000
2725841000033119	3432911000001109	Budesonide 200microgram inhalation powder capsules	Budesonide 200microgram inhalation powder capsules	Budesonide	200.000microgram	Inhalation powder	Inhalation		1000
2725941000033110	3433011000001101	Budesonide 400microgram inhalation powder capsules	Budesonide 400microgram inhalation powder capsules	Budesonide	400.000microgram	Inhalation powder	Inhalation		200
2726041000033117	3197211000001105	Budesonide 200 Cyclocaps (Teva UK Ltd)	Budesonide 200 Cyclocaps	Budesonide	200.000microgram	Inhalation powder	Inhalation		10
2726141000033118	3198411000001108	Budesonide 400 Cyclocaps (Teva UK Ltd)	Budesonide 400 Cyclocaps	Budesonide	400.000microgram	Inhalation powder	Inhalation		3
2798341000033112	4860811000001104	Pulmicort 200micrograms/dose inhaler with Nebuchamber (AstraZeneca UK Ltd)	Pulmicort 200micrograms/dose inhaler with Nebuchamber	Budesonide	200.000microgram/1.000dose	 Pressurised inhalation	Inhalation	3020000	300
3141341000033112	8024611000001102	Budesonide 200micrograms/dose dry powder inhalation cartridge with device	Budesonide 200micrograms/dose dry powder inhalation cartridge with device	Budesonide	200.000microgram/1.000dose	Inhalation powder	Inhalation	3020000	5000
3256341000033119	9117811000001107	Budesonide 200micrograms/dose dry powder inhalation cartridge	Budesonide 200micrograms/dose dry powder inhalation cartridge	Budesonide	200.000microgram/1.000dose	Inhalation powder	Inhalation	3020000	9000
3871541000033110	35912111000001105	Budesonide 100micrograms/dose dry powder inhaler	Budesonide 100micrograms/dose dry powder inhaler	Budesonide	100.000microgram/1.000dose	Inhalation powder	Inhalation	3020000	400000
3871641000033111	35912411000001100	Budesonide 200micrograms/dose dry powder inhaler	Budesonide 200micrograms/dose dry powder inhaler	Budesonide	200.000microgram/1.000dose	Inhalation powder	Inhalation	3020000	1000000
3871741000033119	35912711000001106	Budesonide 400micrograms/dose dry powder inhaler	Budesonide 400micrograms/dose dry powder inhaler	Budesonide	400.000microgram/1.000dose	Inhalation powder	Inhalation	3020000	800000
3871841000033112	10073911000001106	Easyhaler Budesonide 100micrograms/dose dry powder inhaler (Orion Pharma (UK) Ltd)	Easyhaler Budesonide 100micrograms/dose dry powder inhaler	Budesonide	100.000microgram/1.000dose	Inhalation powder	Inhalation		60000
3871941000033116	10074611000001102	Easyhaler Budesonide 200micrograms/dose dry powder inhaler (Orion Pharma (UK) Ltd)	Easyhaler Budesonide 200micrograms/dose dry powder inhaler	Budesonide	200.000microgram/1.000dose	Inhalation powder	Inhalation		40000
3872041000033110	10074411000001100	Easyhaler Budesonide 400micrograms/dose dry powder inhaler (Orion Pharma (UK) Ltd)	Easyhaler Budesonide 400micrograms/dose dry powder inhaler	Budesonide	400.000microgram/1.000dose	Inhalation powder	Inhalation		10000
4815041000033111	14959511000001107	Budesonide 100micrograms/dose inhaler CFC free	Budesonide 100micrograms/dose inhaler CFC free	Budesonide	100.000microgram/1.000dose	 Pressurised inhalation	Inhalation		8000
